Gene type	Gene name
protein_coding	GUCY1A2
protein_coding	MT1A
protein_coding	ATAT1
transcribed_unprocessed_pseudogene	MT1CP
lncRNA	
protein_coding	MT1B
protein_coding	KIAA1958
lncRNA	
protein_coding	KMT5C
protein_coding	ARL6IP5
protein_coding	MT1F
lncRNA	
unprocessed_pseudogene	OR7E66P
lncRNA	
processed_pseudogene	BZW1P2
unprocessed_pseudogene	OR7A19P
processed_pseudogene	
protein_coding	SVOP
protein_coding	ACOX2
protein_coding	ZFP37
transcribed_unprocessed_pseudogene	MT1IP
protein_coding	MT1X
protein_coding	NTMT1
lncRNA	CHMP3-AS1
lncRNA	
processed_pseudogene	DPPA2P4
lncRNA	NUP93-DT
protein_coding	FHIP1B
processed_pseudogene	HMGB1P4
protein_coding	TMEM169
protein_coding	CRYM
protein_coding	PRR7
protein_coding	NOC4L
protein_coding	COX6B2
unprocessed_pseudogene	
lncRNA	
protein_coding	BSND
protein_coding	HSF5
TEC	
lncRNA	LINC02631
protein_coding	ARPIN-AP3S2
TEC	
protein_coding	PDLIM7
lncRNA	XIRP2-AS1
lncRNA	
protein_coding	
processed_pseudogene	RPL23AP29
lncRNA	
lncRNA	
lncRNA	HELZ-AS1
lncRNA	TANK-AS1
protein_coding	GPX7
processed_pseudogene	E2F3P2
protein_coding	RGS9
protein_coding	SESTD1
protein_coding	SLC37A2
protein_coding	MSANTD3
protein_coding	
protein_coding	SLC44A3
miRNA	MIR5094
processed_pseudogene	
protein_coding	IGSF6
miRNA	MIR5009
snRNA	RNU6-1111P
protein_coding	FAM71E2
protein_coding	ARPIN
lncRNA	
lncRNA	
processed_pseudogene	PPIAP15
lncRNA	
lncRNA	LINC02016
lncRNA	
lncRNA	
unitary_pseudogene	SULT6B2P
protein_coding	IGSF11
lncRNA	
lncRNA	
protein_coding	IL11
lncRNA	
snRNA	RNU6-1005P
lncRNA	
snRNA	RNU6-196P
lncRNA	
lncRNA	
unprocessed_pseudogene	
transcribed_unprocessed_pseudogene	SMG1P4
protein_coding	ANHX
snRNA	RNU7-111P
processed_pseudogene	
TEC	
protein_coding	OLFM1
protein_coding	ANXA2
protein_coding	TMEM190
lncRNA	
lncRNA	CASC18
processed_pseudogene	GLULP6
protein_coding	RFLNA
processed_pseudogene	MTND6P11
lncRNA	
lncRNA	
lncRNA	
protein_coding	TMEM238
processed_pseudogene	FTH1P20
transcribed_unprocessed_pseudogene	ABCA3P1
processed_pseudogene	MED15P5
transcribed_unprocessed_pseudogene	
lncRNA	
protein_coding	RPL28
lncRNA	
protein_coding	KIF11
protein_coding	GYPC
lncRNA	LINC02411
protein_coding	UQCRC2
protein_coding	OR4N5
protein_coding	ATXN3L
protein_coding	VCX3B
protein_coding	AKT1
protein_coding	TLCD5
lncRNA	
lncRNA	
protein_coding	ZNF783
protein_coding	SLC38A5
protein_coding	CMTM7
lncRNA	
processed_pseudogene	
protein_coding	VSIG10
protein_coding	USP47
protein_coding	ZCCHC7
protein_coding	EFCAB10
processed_pseudogene	
processed_pseudogene	NUDCP1
protein_coding	RPS20
transcribed_unprocessed_pseudogene	PRSS40B
lncRNA	
unprocessed_pseudogene	
processed_pseudogene	RPL10P6
lncRNA	
lncRNA	HECW2-AS1
protein_coding	SYCP3
processed_pseudogene	MTND5P24
lncRNA	
lncRNA	C2orf27A
protein_coding	SPICE1
miRNA	MIR6805
protein_coding	UBE2S
protein_coding	CLEC2L
processed_pseudogene	
processed_pseudogene	SLC44A3P1
processed_pseudogene	PTMAP1
lncRNA	VWC2L-IT1
protein_coding	GAL3ST2
processed_pseudogene	RPL11P4
protein_coding	C6orf136
misc_RNA	RN7SL644P
lncRNA	LINC02636
lncRNA	
protein_coding	AIFM2
lncRNA	
TR_V_gene	TRBV17
processed_pseudogene	
TR_V_gene	TRBV6-4
protein_coding	ISOC2
unprocessed_pseudogene	
processed_pseudogene	BANF1P5
TR_V_gene	TRBV4-1
TR_V_gene	TRBV20-1
protein_coding	SAR1A
protein_coding	ITGB6
lncRNA	
protein_coding	CTSB
processed_pseudogene	PCNPP3
processed_pseudogene	
lncRNA	
lncRNA	
protein_coding	GIMAP6
protein_coding	AQP6
lncRNA	PDLIM7-AS1
protein_coding	VCX3A
protein_coding	TGFBR2
protein_coding	DDX41
lncRNA	
protein_coding	MTRNR2L6
lncRNA	
lncRNA	
processed_pseudogene	ACTG1P21
lncRNA	LINC01362
lncRNA	
protein_coding	
processed_pseudogene	NSRP1P1
protein_coding	CSAG2
protein_coding	SSBP1
TEC	
lncRNA	LINC02089
lncRNA	ZNF628-DT
lncRNA	
protein_coding	DHX16
lncRNA	
lncRNA	
protein_coding	ZNF628
processed_pseudogene	
lncRNA	
protein_coding	TLE4
lncRNA	
protein_coding	PKN2
protein_coding	CACNG4
lncRNA	
protein_coding	NAT14
protein_coding	
protein_coding	TCEAL4
protein_coding	NT5DC3
protein_coding	SNF8
protein_coding	SSC5D
processed_pseudogene	VPS26AP1
processed_pseudogene	MRPS31P1
lncRNA	ARHGEF3-AS1
processed_pseudogene	
processed_pseudogene	CALM2P2
processed_pseudogene	RPS25P9
lncRNA	
processed_pseudogene	TPRKBP2
protein_coding	PPA1
lncRNA	
protein_coding	MORC1
snoRNA	
processed_pseudogene	
misc_RNA	RNY1P10
processed_pseudogene	GAPDHP35
lncRNA	
unprocessed_pseudogene	MTND5P9
lncRNA	
protein_coding	SBK1
protein_coding	MFAP3L
lncRNA	
protein_coding	WNK3
lncRNA	
protein_coding	PLEKHA2
protein_coding	DDX51
protein_coding	ELF5
lncRNA	
processed_pseudogene	
miRNA	MIR6862-1
processed_pseudogene	CDC37P2
unprocessed_pseudogene	
lncRNA	
protein_coding	
lncRNA	LINC02436
protein_coding	SBK2
protein_coding	SBK3
protein_coding	ZNF579
protein_coding	FIZ1
protein_coding	NPIPB7
protein_coding	ZNF524
lncRNA	
protein_coding	ZNF784
lncRNA	LINC02375
protein_coding	IL27
lncRNA	
protein_coding	ZNF580
processed_pseudogene	MREGP1
processed_pseudogene	HSPE1P20
processed_pseudogene	MARK3P1
unprocessed_pseudogene	
protein_coding	TYSND1
protein_coding	ABCF1
protein_coding	OR4E2
miRNA	MIR624
lncRNA	
protein_coding	BTBD6
protein_coding	HTRA4
lncRNA	
protein_coding	ZNF581
processed_pseudogene	
lncRNA	DAB1-AS1
lncRNA	
protein_coding	SGF29
protein_coding	OR11H4
processed_pseudogene	
protein_coding	SOX5
protein_coding	CCDC106
rRNA_pseudogene	RNA5SP309
transcribed_processed_pseudogene	SPTLC1P1
unprocessed_pseudogene	
protein_coding	APOH
protein_coding	ATL1
lncRNA	
protein_coding	CCR4
lncRNA	
protein_coding	KLHL2
lncRNA	
lncRNA	LINC00691
unprocessed_pseudogene	
misc_RNA	Y_RNA
processed_pseudogene	RPS15AP5
lncRNA	
lncRNA	
protein_coding	TM2D2
misc_RNA	Y_RNA
transcribed_unitary_pseudogene	LRRC58-DT
misc_RNA	
processed_pseudogene	
lncRNA	
protein_coding	NSMCE4A
protein_coding	PAK1
protein_coding	PTPRN2
lncRNA	
unprocessed_pseudogene	MTCO1P21
transcribed_processed_pseudogene	
processed_pseudogene	
protein_coding	TAGLN3
processed_pseudogene	
lncRNA	
lncRNA	
processed_pseudogene	
protein_coding	SDK2
transcribed_unprocessed_pseudogene	GBP1P1
processed_pseudogene	
lncRNA	LINC01364
protein_coding	TIGD6
processed_pseudogene	
processed_pseudogene	RPSAP65
protein_coding	BRCC3
lncRNA	
lncRNA	
lncRNA	MIR4422HG
unprocessed_pseudogene	
snoRNA	
unprocessed_pseudogene	
protein_coding	ADAM32
unprocessed_pseudogene	
protein_coding	HMGXB3
processed_pseudogene	
processed_pseudogene	
unprocessed_pseudogene	
protein_coding	ABCD3
processed_pseudogene	CDC37P1
protein_coding	COCH
miRNA	MIR6862-2
processed_pseudogene	
unprocessed_pseudogene	
lncRNA	
processed_pseudogene	
lncRNA	
lncRNA	
lncRNA	
protein_coding	TUFM
lncRNA	
lncRNA	
protein_coding	EPN1
lncRNA	
lncRNA	
lncRNA	
processed_pseudogene	
processed_pseudogene	RPS20P4
protein_coding	HPS6
processed_pseudogene	
processed_pseudogene	
protein_coding	CSF1R
processed_pseudogene	
protein_coding	LDB1
lncRNA	
lncRNA	MAGI1-IT1
unprocessed_pseudogene	OR7E130P
lncRNA	
protein_coding	IFT57
processed_pseudogene	HNRNPA1P47
processed_pseudogene	IMPDH1P7
lncRNA	LINC01876
protein_coding	UBE3C
miRNA	MIR4721
lncRNA	
protein_coding	
snoRNA	
protein_coding	RABEP2
protein_coding	LSAMP
protein_coding	IDH3G
lncRNA	
processed_pseudogene	MTCO3P43
processed_pseudogene	
processed_pseudogene	
processed_pseudogene	RPL22P7
protein_coding	NLRP9
protein_coding	MYL1
processed_pseudogene	MRPS21P9
lncRNA	LINC01483
lncRNA	
lncRNA	
protein_coding	SLC25A4
protein_coding	PPRC1
lncRNA	
lncRNA	
processed_pseudogene	
protein_coding	MROH7-TTC4
lncRNA	
misc_RNA	RN7SKP109
protein_coding	RFPL4AL1
processed_pseudogene	
lncRNA	LINC01471
protein_coding	
processed_pseudogene	RFPL4AP1
lncRNA	
protein_coding	CACNG1
protein_coding	U2AF2
processed_pseudogene	TOMM22P4
unprocessed_pseudogene	DUX4L5
protein_coding	SLC9A3R1
processed_pseudogene	AKIRIN2P1
lncRNA	
lncRNA	LINC02514
lncRNA	LINC02430
lncRNA	FBXW7-AS1
protein_coding	AGA
lncRNA	
TEC	
lncRNA	LINC02525
processed_pseudogene	MTND4P22
unprocessed_pseudogene	OR2Q1P
protein_coding	HIPK2
protein_coding	FAM135A
protein_coding	ANAPC1
protein_coding	PSMD12
protein_coding	ALG14
protein_coding	CD19
processed_pseudogene	RPL7P1
protein_coding	ZZZ3
misc_RNA	Y_RNA
processed_pseudogene	RPL10P7
protein_coding	PDGFRB
unprocessed_pseudogene	MTCO3P35
lncRNA	
processed_pseudogene	
lncRNA	
processed_pseudogene	
processed_pseudogene	
processed_pseudogene	NSA2P6
unprocessed_pseudogene	EVA1CP6
lncRNA	
protein_coding	NOLC1
processed_pseudogene	DUX4L26
lncRNA	
protein_coding	SNX4
transcribed_unprocessed_pseudogene	
lncRNA	
lncRNA	
protein_coding	GAMT
processed_pseudogene	RPS14P7
protein_coding	OTUD4
protein_coding	MYL10
protein_coding	FAM47A
protein_coding	APOOL
processed_pseudogene	RPL3P10
processed_pseudogene	
lncRNA	
protein_coding	TERF1
protein_coding	NAT9
processed_pseudogene	
protein_coding	RCN1
processed_pseudogene	SEPTIN7P5
processed_pseudogene	UQCRFS1P2
lncRNA	
protein_coding	PLS3
protein_coding	ZNF786
snRNA	RNU6-285P
lncRNA	
protein_coding	STRN3
lncRNA	
lncRNA	
protein_coding	GGH
protein_coding	B4GALT4
protein_coding	YIPF1
lncRNA	
protein_coding	RDX
protein_coding	DAZAP1
lncRNA	COPG2IT1
lncRNA	
protein_coding	ERAP1
lncRNA	
lncRNA	
processed_pseudogene	KRT8P10
protein_coding	TAS2R16
protein_coding	ELOVL3
protein_coding	PDCL3
protein_coding	FIS1
protein_coding	CSPP1
lncRNA	
miRNA	MIR4517
lncRNA	
protein_coding	FGFR1OP2
protein_coding	PITX3
protein_coding	SPNS1
processed_pseudogene	ENSAP3
lncRNA	
processed_pseudogene	
lncRNA	
protein_coding	SGPP2
lncRNA	
processed_pseudogene	HNRNPCP9
processed_pseudogene	KATNBL1P2
lncRNA	
protein_coding	TWIST2
processed_pseudogene	AK3P5
processed_pseudogene	MTND4LP11
processed_pseudogene	
processed_pseudogene	RPL7AP53
lncRNA	
lncRNA	NFYC-AS1
lncRNA	
lncRNA	PFKP-DT
processed_pseudogene	DNAJC17P1
protein_coding	LDLRAD1
lncRNA	
protein_coding	PFKP
processed_pseudogene	VDAC2P4
processed_pseudogene	HIGD1AP17
lncRNA	
lncRNA	
processed_pseudogene	
lncRNA	
lncRNA	SCTR-AS1
lncRNA	
processed_pseudogene	RPL21P5
transcribed_unprocessed_pseudogene	TCAF2P1
processed_pseudogene	TCP1P3
snRNA	RNU6-541P
lncRNA	
misc_RNA	Y_RNA
TEC	
lncRNA	
lncRNA	
lncRNA	
TR_V_pseudogene	TRBV21-1
lncRNA	
processed_pseudogene	STRADBP1
misc_RNA	Y_RNA
processed_pseudogene	SLC16A1P1
protein_coding	CRACDL
lncRNA	LINC02366
processed_pseudogene	
protein_coding	ABHD17B
protein_coding	DENND11
processed_pseudogene	PHBP14
unprocessed_pseudogene	
protein_coding	ACTN1
transcribed_processed_pseudogene	GUSBP5
lncRNA	
protein_coding	DNAJB14
lncRNA	
lncRNA	
protein_coding	PRKACG
protein_coding	ORM2
TEC	
unprocessed_pseudogene	
protein_coding	TAS2R3
lncRNA	
lncRNA	
protein_coding	ABCD2
lncRNA	
lncRNA	
protein_coding	
lncRNA	
processed_pseudogene	MTND4LP12
TR_V_gene	TRBV25-1
processed_pseudogene	NANOGP2
lncRNA	
lncRNA	XIAP-AS1
processed_pseudogene	RPL9P14
snRNA	RNU6-122P
protein_coding	OCM2
processed_pseudogene	PARD6BP1
lncRNA	STAG2-AS1
processed_pseudogene	SEC61GP1
lncRNA	
protein_coding	GJB4
protein_coding	STAG2
protein_coding	TANC1
protein_coding	KDM4C
lncRNA	
processed_pseudogene	
processed_pseudogene	
lncRNA	
processed_pseudogene	EEF1A1P10
protein_coding	TMEM125
protein_coding	YEATS4
TR_V_pseudogene	TRBV22-1
TR_V_gene	TRBV18
transcribed_unitary_pseudogene	SSPOP
lncRNA	
lncRNA	
protein_coding	C19orf25
protein_coding	DMRTA2
protein_coding	CEP57L1
lncRNA	
lncRNA	
lncRNA	
transcribed_unprocessed_pseudogene	TBC1D3P1
lncRNA	
misc_RNA	Y_RNA
lncRNA	
protein_coding	LRRC14B
lncRNA	
lncRNA	LINC02092
processed_pseudogene	
protein_coding	HIVEP3
lncRNA	
protein_coding	PDGFC
protein_coding	CCDC127
lncRNA	
lncRNA	
lncRNA	LINC00469
protein_coding	
lncRNA	
snRNA	RNU7-103P
protein_coding	PCSK4
snRNA	RNU6-1315P
processed_pseudogene	
snRNA	RNU6-174P
misc_RNA	Metazoa_SRP
processed_pseudogene	
misc_RNA	Y_RNA
processed_pseudogene	
lncRNA	
snRNA	RNU6-275P
transcribed_unprocessed_pseudogene	CLCA3P
snoRNA	SNORA75
protein_coding	CPO
lncRNA	
misc_RNA	RN7SKP161
protein_coding	EXOC3
snoRNA	SNORA75
lncRNA	
misc_RNA	Y_RNA
lncRNA	CACNA1G-AS1
misc_RNA	Metazoa_SRP
misc_RNA	Y_RNA
snRNA	RNU7-60P
snRNA	RNU6-491P
processed_pseudogene	PSMC1P3
snRNA	RNU6-837P
lncRNA	LINC00513
miRNA	MIR1244-4
lncRNA	LINC02074
snRNA	RNU6-545P
miRNA	MIR3974
snRNA	RNU6-254P
miRNA	MIR920
misc_RNA	Y_RNA
snRNA	RNU6-251P
misc_RNA	RN7SL38P
snRNA	RNU6-318P
snRNA	RNU1-149P
snoRNA	SNORA75
protein_coding	TSPAN12
misc_RNA	Y_RNA
rRNA_pseudogene	RNA5SP354
protein_coding	HOXB7
miRNA	MIR4302
misc_RNA	RN7SL459P
misc_RNA	RN7SL67P
rRNA_pseudogene	RNA5SP357
misc_RNA	Y_RNA
rRNA_pseudogene	RNA5SP360
misc_RNA	RN7SKP262
misc_RNA	
misc_RNA	RN7SL246P
rRNA_pseudogene	RNA5SP356
rRNA_pseudogene	RNA5SP361
misc_RNA	Y_RNA
processed_pseudogene	ARL2BPP8
rRNA_pseudogene	RNA5SP358
lncRNA	
rRNA_pseudogene	RNA5SP359
snRNA	RNU1-146P
miRNA	MIR4698
protein_coding	GRIN2C
snRNA	RNU6-472P
miRNA	MIR1293
snRNA	RNU6-1093P
protein_coding	STEAP3
lncRNA	
snRNA	RNU6-834P
miRNA	MIR4494
processed_pseudogene	
snoRNA	
processed_pseudogene	
snoRNA	
protein_coding	PRSS48
snoRNA	SNORA2A
snoRNA	SNORA2B
snoRNA	SNORA2C
miRNA	MIR1291
snoRNA	
snRNA	RNU6-1069P
snRNA	RNU6-333P
misc_RNA	
misc_RNA	
protein_coding	TPRA1
misc_RNA	
misc_RNA	
snRNA	RNU6-400P
misc_RNA	Y_RNA
misc_RNA	RN7SKP289
snRNA	RNU6-871P
snoRNA	
lncRNA	
protein_coding	SH3GLB1
misc_RNA	RN7SKP65
lncRNA	PITRM1-AS1
snRNA	RNU6-279P
lncRNA	
snRNA	RNU4-20P
misc_RNA	Y_RNA
miRNA	MIR1228
snRNA	RNU6-595P
misc_RNA	Y_RNA
TEC	
snRNA	RNU1-83P
misc_RNA	Metazoa_SRP
miRNA	MIR6125
misc_RNA	Metazoa_SRP
misc_RNA	RN7SL804P
snRNA	RNU6-769P
lncRNA	
snoRNA	
protein_coding	ANAPC10
lncRNA	
miRNA	MIR6757
snRNA	RNU6-1012P
lncRNA	
snRNA	RNU6-238P
processed_pseudogene	
misc_RNA	Y_RNA
snRNA	RNU6-687P
lncRNA	PP7080
misc_RNA	RN7SKP172
lncRNA	
misc_RNA	Y_RNA
snoRNA	SNORA70
misc_RNA	Y_RNA
miRNA	MIR1252
snRNA	RNU7-120P
processed_pseudogene	NEFMP1
snRNA	RNU1-117P
miRNA	MIR548F1
lncRNA	
miRNA	MIR3913-1
protein_coding	KAT6A
snoRNA	SNORA70G
snoRNA	U8
rRNA_pseudogene	RNA5SP363
lncRNA	
misc_RNA	RN7SL737P
miRNA	MIR3913-2
protein_coding	SLC9A3
lncRNA	
miRNA	MIR196A2
miRNA	MIR615
snRNA	RNU7-4P
protein_coding	MTRNR2L5
miRNA	MIR617
miRNA	MIR618
lncRNA	
miRNA	MIR4699
miRNA	MIR331
processed_pseudogene	GAPDHP21
protein_coding	SLC6A5
lncRNA	
rRNA_pseudogene	RNA5SP365
processed_pseudogene	
misc_RNA	Y_RNA
TR_V_gene	TRBV3-1
misc_RNA	Y_RNA
snRNA	RNU6-148P
protein_coding	SATB2
misc_RNA	Y_RNA
protein_coding	PRKAR2B
snRNA	RNU6-808P
miRNA	MIR5700
snoRNA	
miRNA	MIR4495
snRNA	RNU6-1329P
snRNA	RNU6-977P
snRNA	RNU6-768P
misc_RNA	Y_RNA
misc_RNA	RN7SL88P
protein_coding	PITRM1
misc_RNA	RN7SL483P
rRNA_pseudogene	RNA5SP367
miRNA	MIR3685
snRNA	RNU4-24P
snRNA	RNU6-1183P
snRNA	RNU5E-5P
misc_RNA	Y_RNA
misc_RNA	Y_RNA
snRNA	RNU4-41P
rRNA_pseudogene	RNA5SP369
snoRNA	
miRNA	MIR7844
misc_RNA	RN7SL330P
miRNA	MIR1279
misc_RNA	RN7SL793P
snRNA	RNU6-735P
miRNA	MIR4303
snRNA	RNU6-101P
misc_RNA	RNY1P16
rRNA_pseudogene	RNA5SP368
snRNA	RNU6-172P
snRNA	RNU6-36P
misc_RNA	Y_RNA
misc_RNA	RN7SL630P
snRNA	RNU6-1068P
misc_RNA	Y_RNA
snRNA	RNU6-247P
misc_RNA	Y_RNA
lncRNA	LINC02563
miRNA	MIR4472-2
snoRNA	
snoRNA	
protein_coding	
miRNA	MIR6761
miRNA	MIR6760
snRNA	RNU7-94P
miRNA	MIR1302-1
miRNA	MIR619
miRNA	MIR1827
snoRNA	
snRNA	RNU6-1188P
protein_coding	ADAMTSL5
misc_RNA	Y_RNA
rRNA_pseudogene	RNA5SP373
lncRNA	LINC02086
snoRNA	
rRNA_pseudogene	RNA5SP371
miRNA	MIR620
misc_RNA	RN7SL176P
misc_RNA	RN7SKP263
misc_RNA	RN7SKP11
snRNA	RNU6-1088P
lncRNA	
snRNA	U7
misc_RNA	Metazoa_SRP
TR_V_gene	TRBV7-3
rRNA_pseudogene	RNA5SP374
protein_coding	CBWD3
protein_coding	PRAMEF8
misc_RNA	RN7SL865P
TR_V_pseudogene	TRBVA
snRNA	RNU7-170P
rRNA_pseudogene	RNA5SP372
protein_coding	ZNF467
lncRNA	
miRNA	MIR7107
misc_RNA	Y_RNA
lncRNA	
snRNA	RNU1-104P
rRNA_pseudogene	RNA5SP376
processed_pseudogene	GARS1P1
snoRNA	
misc_RNA	Y_RNA
transcribed_processed_pseudogene	
miRNA	MIR3612
snRNA	RNU6-717P
misc_RNA	RN7SL508P
processed_pseudogene	RPL7P48
miRNA	MIR3922
miRNA	MIR1251
snRNA	RNU6-361P
snoRNA	
lncRNA	SLC9A3R1-AS1
miRNA	MIR135A2
miRNA	MIR6880
misc_RNA	
misc_RNA	
misc_RNA	
protein_coding	KCTD2
misc_RNA	
misc_RNA	
misc_RNA	
misc_RNA	
misc_RNA	
misc_RNA	
snoRNA	SNORA49
lncRNA	
miRNA	
misc_RNA	
miRNA	MIR3649
protein_coding	ADIPOR2
protein_coding	TM2D1
lncRNA	
lncRNA	
lncRNA	
lncRNA	UBE2H-DT
processed_pseudogene	
lncRNA	
unprocessed_pseudogene	NPIPB10P
protein_coding	UBE2H
transcribed_unprocessed_pseudogene	
processed_pseudogene	
lncRNA	
processed_pseudogene	RPS4XP14
lncRNA	RRN3P2
lncRNA	
protein_coding	LPO
protein_coding	CACNA2D4
transcribed_unprocessed_pseudogene	
lncRNA	
processed_pseudogene	HMGB1P45
misc_RNA	RN7SL477P
lncRNA	
protein_coding	MBD3
TEC	
lncRNA	
lncRNA	SLC9A3-AS1
lncRNA	
lncRNA	
lncRNA	
lncRNA	
protein_coding	MRE11
transcribed_unprocessed_pseudogene	
protein_coding	SCP2
processed_pseudogene	GAPDHP49
unprocessed_pseudogene	
lncRNA	
protein_coding	NPIPB11
miRNA	MIR4456
lncRNA	CEP72-DT
protein_coding	TMEFF2
protein_coding	CEP72
unprocessed_pseudogene	SMG1P6
unprocessed_pseudogene	
protein_coding	SLX1B
transcribed_unprocessed_pseudogene	MOXD2P
lncRNA	
protein_coding	TPPP
protein_coding	PTPRZ1
lncRNA	
processed_pseudogene	
lncRNA	
lncRNA	
transcribed_unprocessed_pseudogene	BRD9P2
processed_pseudogene	ZBTB8OSP1
transcribed_unprocessed_pseudogene	
processed_pseudogene	ICE2P1
processed_pseudogene	
lncRNA	
processed_pseudogene	SPCS2P3
lncRNA	
snRNA	RNU6-572P
protein_coding	MATR3
protein_coding	RXFP1
processed_pseudogene	RPL27AP3
lncRNA	
processed_pseudogene	
lncRNA	SLX1B-SULT1A4
processed_pseudogene	SNAI1P1
protein_coding	BTLA
processed_pseudogene	KRT18P29
lncRNA	
unprocessed_pseudogene	MTND3P15
TEC	
protein_coding	PLA2R1
protein_coding	APC2
transcribed_unprocessed_pseudogene	
protein_coding	HELZ
transcribed_unprocessed_pseudogene	
protein_coding	SLC35B3
processed_pseudogene	
protein_coding	NEK4
unprocessed_pseudogene	
transcribed_unprocessed_pseudogene	SNX29P2
transcribed_unprocessed_pseudogene	
transcribed_unprocessed_pseudogene	
TEC	
miRNA	MIR3680-2
unprocessed_pseudogene	CA5AP1
processed_pseudogene	
snoRNA	
processed_pseudogene	
processed_pseudogene	
protein_coding	SPN
lncRNA	
lncRNA	
protein_coding	AP3M2
lncRNA	
lncRNA	
misc_RNA	RNY3P12
processed_pseudogene	MARK2P9
transcribed_unprocessed_pseudogene	SMG1P2
lncRNA	
protein_coding	IDE
transcribed_unprocessed_pseudogene	SLC7A5P1
protein_coding	TAOK2
lncRNA	
protein_coding	ROS1
lncRNA	
processed_pseudogene	
protein_coding	ARHGAP35
protein_coding	SLC9C1
processed_pseudogene	PRR13P5
protein_coding	PSMC4
lncRNA	
lncRNA	FAF1-AS1
unprocessed_pseudogene	MTND4P11
protein_coding	BCAR3
lncRNA	LANCL1-AS1
protein_coding	GRIK4
processed_pseudogene	BANF1P3
lncRNA	
lncRNA	TBC1D8-AS1
lncRNA	
protein_coding	STAM2
protein_coding	PLAT
processed_pseudogene	RPSAP29
lncRNA	
processed_pseudogene	RAD51AP1P1
processed_pseudogene	
protein_coding	TOMM6
protein_coding	ATG3
protein_coding	ZNF546
protein_coding	ZNF311
protein_coding	HIRIP3
lncRNA	
lncRNA	
lncRNA	LINC01789
protein_coding	PTPRK
processed_pseudogene	NPAP1P2
unprocessed_pseudogene	CTSLP6
processed_pseudogene	PGGT1BP2
lncRNA	
transcribed_unprocessed_pseudogene	PRSS40A
transcribed_unprocessed_pseudogene	BMS1P21
transcribed_unitary_pseudogene	MBL1P
transcribed_unprocessed_pseudogene	RAB6C-AS1
protein_coding	SFTPD
unitary_pseudogene	
protein_coding	ABCA12
lncRNA	
lncRNA	LINC01262
protein_coding	TBC1D16
lncRNA	SFTPD-AS1
processed_pseudogene	
processed_pseudogene	ZNRF2P3
lncRNA	
processed_pseudogene	DPY19L2P5
unprocessed_pseudogene	
lncRNA	
processed_pseudogene	C1DP3
processed_pseudogene	C1DP2
processed_pseudogene	
processed_pseudogene	C1DP4
lncRNA	LINC02515
protein_coding	INO80E
lncRNA	TMEM254-AS1
lncRNA	LINC02374
processed_pseudogene	
protein_coding	MSMO1
processed_pseudogene	
unprocessed_pseudogene	MTCO3P21
processed_pseudogene	TBCAP2
protein_coding	ZNF780B
protein_coding	BARHL2
transcribed_unprocessed_pseudogene	
protein_coding	TMEM254
lncRNA	SNHG4
lncRNA	LINC02607
processed_pseudogene	COPS8P2
protein_coding	HSPBAP1
lncRNA	
processed_pseudogene	OAZ1P1
lncRNA	
unitary_pseudogene	VN1R96P
unprocessed_pseudogene	OR7D1P
unprocessed_pseudogene	OR7E18P
transcribed_unprocessed_pseudogene	OR7E19P
processed_pseudogene	AK4P6
unprocessed_pseudogene	OR7H1P
lncRNA	
protein_coding	ZNF699
protein_coding	DMAP1
protein_coding	ZNF827
protein_coding	RBM15B
unprocessed_pseudogene	OR7E93P
snoRNA	SNORA74D
snoRNA	SNORA74A
lncRNA	
protein_coding	C11orf49
processed_pseudogene	
protein_coding	ZNF177
protein_coding	UPK1B
protein_coding	MATR3
protein_coding	ZNF560
processed_pseudogene	
unprocessed_pseudogene	ZSCAN5DP
protein_coding	EDDM13
lncRNA	
lncRNA	
lncRNA	ZSCAN5A-AS1
lncRNA	
processed_pseudogene	RPL36AP48
TEC	
processed_pseudogene	RPL22P18
protein_coding	PLAC9
misc_RNA	Y_RNA
processed_pseudogene	VN2R17P
processed_pseudogene	
protein_coding	COX11
transcribed_unprocessed_pseudogene	RABGEF1P2
processed_pseudogene	
transcribed_processed_pseudogene	
lncRNA	
lncRNA	
TR_V_pseudogene	TRBV26
TR_V_gene	TRBV5-1
transcribed_unprocessed_pseudogene	ZNF542P
protein_coding	BRI3
protein_coding	MACROH2A2
processed_pseudogene	HSPA8P9
protein_coding	UBE2E1
processed_pseudogene	YBX1P2
protein_coding	AKR1B15
lncRNA	
protein_coding	DOC2A
protein_coding	AP4S1
TR_V_pseudogene	TRBV8-2
protein_coding	GIMAP7
lncRNA	
TEC	
protein_coding	SLC37A3
lncRNA	
protein_coding	AHCYL1
processed_pseudogene	
lncRNA	
lncRNA	
lncRNA	
protein_coding	DCHS2
lncRNA	
processed_pseudogene	SLC25A36P1
protein_coding	NPFFR1
lncRNA	
lncRNA	ZNF582-DT
unprocessed_pseudogene	
protein_coding	CBX1
protein_coding	TRAT1
lncRNA	LINC02668
lncRNA	
protein_coding	ZNF583
protein_coding	ITGB1
processed_pseudogene	HMGN2P22
lncRNA	
lncRNA	CNTNAP5-DT
lncRNA	
protein_coding	INO80D
protein_coding	NLRP14
lncRNA	
lncRNA	TIMMDC1-DT
lncRNA	MORC1-AS1
protein_coding	EIF1B
protein_coding	MED13
protein_coding	COL5A3
lncRNA	
lncRNA	LINC02329
lncRNA	LINC00911
snRNA	RNU6-1306P
protein_coding	RCOR2
protein_coding	FLRT2
protein_coding	ZBED2
lncRNA	
